circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA ,AGRICULTURAL,5,13,13.0,0,48.75
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,DONEYALA,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,NALGONDA,NALGONDA,NALGONDA - TOWN II,NALGONDA-SHIVAJI NAGAR,AGRICULTURAL,5,2,2.0,0,7.5
NALGONDA,NALGONDA,NALGONDA,NALGONDA - TOWN II,NALGONDA-YKUNTAPURAM,AGRICULTURAL,5,19,19.0,0,69.75
NALGONDA,NALGONDA,MUNUGODU,CHANDUR,UDTHLAPALLY,AGRICULTURAL,5,192,173.0,0,721.88
NALGONDA,NALGONDA,MUNUGODU,CHANDUR,KOTHAPALLY,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,NALGONDA,MUNUGODU,GATTUPPUAL,ANTHAMPET,AGRICULTURAL,5,61,61.0,0,226.5
NALGONDA,NALGONDA,MUNUGODU,GATTUPPUAL,BANK COLONY,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,NALGONDA,MUNUGODU,GATTUPPUAL,GATTUPALLA,AGRICULTURAL,5,305,297.0,0,1146.75
NALGONDA,NALGONDA,MUNUGODU,GATTUPPUAL,GHATTUPPAL,AGRICULTURAL,5,9,9.0,0,33.75
NALGONDA,NALGONDA,MUNUGODU,GATTUPPUAL,KAMMAGUDEM,AGRICULTURAL,5,4,4.0,0,15.0
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,BAIRAVUNIBANDA,AGRICULTURAL,5,434,415.0,0,1627.88
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,BALISETTIGUDEM,AGRICULTURAL,5,91,91.0,0,339.75
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,CHITTALUR,AGRICULTURAL,5,485,484.0,0,1843.88
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,GURAJALA,AGRICULTURAL,5,354,352.0,0,1327.5
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,ITUKULAPADU,AGRICULTURAL,5,225,202.0,0,816.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,GAJALA PURAM,AGRICULTURAL,5,306,306.0,143,1131.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,GAJALAPURAM XRD,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,GANDRAVANI GUDEM,AGRICULTURAL,5,187,186.0,0,693.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,GAREKUNTAPALEM,AGRICULTURAL,5,210,210.0,0,786.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,GOPALAPURAM,AGRICULTURAL,5,172,172.0,0,645.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,GURRAPPA GUDEM,AGRICULTURAL,5,178,178.0,0,661.5
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,NARSIMHULAGUDEM,AGRICULTURAL,5,4,4.0,0,15.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,NEELAIGUDEM,AGRICULTURAL,5,359,351.0,0,1284.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,PALTHI THANDA,AGRICULTURAL,5,40,40.0,0,135.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,PALUGU THANDA,AGRICULTURAL,5,80,77.0,0,326.25
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,PANUGOTHU THANDA,AGRICULTURAL,5,4,3.0,0,15.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,PEDADEVULAPALLY,AGRICULTURAL,5,620,572.0,0,2322.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,PUSALAPAHAD,AGRICULTURAL,5,10,10.0,0,37.5
NALGONDA,MIRYALGUDA,HALIA,HALIYA,VENKATADRIPALEM,AGRICULTURAL,5,56,46.0,0,207.0
NALGONDA,MIRYALGUDA,HALIA,HALIYA,YACHARAM,AGRICULTURAL,5,568,563.0,0,2118.0
NALGONDA,MIRYALGUDA,HALIA,HALIYA,KOTHAPALLY,AGRICULTURAL,5,10,10.0,0,37.5
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,BOYAGUDEM,AGRICULTURAL,5,60,56.0,0,243.75
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,CHENCHUVANI THANDA,AGRICULTURAL,5,19,19.0,0,71.25
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,CHENNAIPALAM,AGRICULTURAL,5,36,36.0,0,130.5
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,CHINTHALAPALAM,AGRICULTURAL,5,643,627.0,0,2406.0
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,DHANSINGH (T),AGRICULTURAL,5,33,33.0,0,114.75
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,DOKKALABAI THANDA,AGRICULTURAL,5,27,25.0,0,120.0
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,ERRACHERVU (T),AGRICULTURAL,5,90,90.0,0,289.5
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,ELLAREDDYGUDA,AGRICULTURAL,5,348,337.0,0,1306.88
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,ENUGULADORI,AGRICULTURAL,5,99,99.0,0,369.75
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,GOPLAIPALLY,AGRICULTURAL,5,67,66.0,0,249.75
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,JUVVIGUDAM,AGRICULTURAL,5,21,21.0,0,78.75
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,FAKEERPUR,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,GOTTIMUKKALA,AGRICULTURAL,5,388,388.0,0,1443.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,IDDAMPALLY,AGRICULTURAL,5,394,394.0,0,1479.38
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,JILLAPALLY,AGRICULTURAL,5,147,147.0,0,551.25
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,K.B.PALLY,AGRICULTURAL,5,559,558.0,625,2091.75
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,KACHARAM,AGRICULTURAL,5,190,190.0,0,712.5
NALGONDA,NALGONDA,NALGONDA,NALGONDA - TOWN II,PANAGAL,AGRICULTURAL,5,333,329.0,0,1249.5
NALGONDA,NALGONDA,NALGONDA,NALGONDA - TOWN II,THANDHARPALLY,AGRICULTURAL,5,2,2.0,0,7.5
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,A P LINGOTAM,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,A.R.GUDA,AGRICULTURAL,5,373,372.0,0,1402.5
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,AMMAGUDA,AGRICULTURAL,5,155,155.0,0,620.63
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,ANANTHARAM,AGRICULTURAL,5,644,641.0,0,2415.0
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,ANATHARAM,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,ANNAREDDYGUDA,AGRICULTURAL,5,5,5.0,0,18.75
NALGONDA,NALGONDA,MUNUGODU,GATTUPPUAL,NAMAPURAM,AGRICULTURAL,5,187,187.0,0,705.75
NALGONDA,NALGONDA,MUNUGODU,GATTUPPUAL,S.R.GUDAM,AGRICULTURAL,5,332,327.0,1875,1244.63
NALGONDA,NALGONDA,MUNUGODU,GATTUPPUAL,THERATPALLY,AGRICULTURAL,5,9,9.0,0,33.75
NALGONDA,NALGONDA,MUNUGODU,GATTUPPUAL,THERETPALLY,AGRICULTURAL,5,389,388.0,0,1460.63
NALGONDA,NALGONDA,MUNUGODU,GATTUPPUAL,VELMAKANNE,AGRICULTURAL,5,2,2.0,0,7.5
NALGONDA,NALGONDA,MUNUGODU,GATTUPPUAL,VELMAKENNA,AGRICULTURAL,5,272,230.0,0,1023.75
NALGONDA,NALGONDA,MUNUGODU,GATTUPPUAL,KOTHAPALLY,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,MADARAM,AGRICULTURAL,5,351,317.0,0,1138.5
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,MANIMADDA,AGRICULTURAL,5,247,221.0,0,950.25
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,N G K PALLY,AGRICULTURAL,5,405,391.0,0,1503.75
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,P KONDARAM,AGRICULTURAL,5,663,659.0,0,2483.63
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,RAMAGIRI,AGRICULTURAL,5,148,144.0,0,547.5
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,INDUGULA,AGRICULTURAL,5,726,723.0,0,2715.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,ISKABAI GUDEM,AGRICULTURAL,5,213,213.0,0,795.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,KALWALA PALEM,AGRICULTURAL,5,277,262.0,0,1063.5
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,KANNEKAL,AGRICULTURAL,5,1013,996.0,0,3804.38
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,KESHAVAPURAM,AGRICULTURAL,5,160,159.0,0,600.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,KOILPAD,AGRICULTURAL,5,215,214.0,0,770.25
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,RAGADAPA,AGRICULTURAL,5,420,387.0,0,1821.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,RAJENDRA NAGAR,AGRICULTURAL,5,35,28.0,0,130.13
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,SATYAMPADU,AGRICULTURAL,5,27,26.0,0,101.25
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,SATYANARAYANPUR,AGRICULTURAL,5,241,241.0,0,884.25
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,SEETHYA THANDA,AGRICULTURAL,5,4,4.0,0,15.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,TRIPURARAM,AGRICULTURAL,5,424,418.0,0,1569.0
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,B.K.PAD,AGRICULTURAL,5,305,305.0,0,1068.75
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,BALAPURAM,AGRICULTURAL,5,36,36.0,0,126.0
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,BANKAPUR CAMP,AGRICULTURAL,5,14,14.0,0,49.5
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,BANKAPURAM,AGRICULTURAL,5,286,281.0,0,1086.0
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,BANTUVARIGUDEM,AGRICULTURAL,5,23,23.0,0,86.25
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,GAGGENPALLIVARI,AGRICULTURAL,5,88,77.0,0,325.5
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,GOVINDANNA GUDE,AGRICULTURAL,5,93,93.0,0,338.25
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,GUNTIPALLY,AGRICULTURAL,5,535,499.0,0,1960.13
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,ERUKUTHANDA,AGRICULTURAL,5,20,20.0,0,66.0
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,GAMANATH  NAIK (T) ,AGRICULTURAL,5,16,16.0,0,60.0
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,GARIKANETI THANDA,AGRICULTURAL,5,94,94.0,0,352.5
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,GATTUMEEDI (T),AGRICULTURAL,5,32,32.0,0,120.0
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,GHATH THANDA,AGRICULTURAL,5,56,56.0,0,210.0
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,GODUMADAKA,AGRICULTURAL,5,25,25.0,0,87.75
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,JALTHANDA,AGRICULTURAL,5,48,48.0,0,168.0
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,KONDAPAKAGUDEM,AGRICULTURAL,5,180,180.0,0,675.0
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,KOTHAGUDEM,AGRICULTURAL,5,57,57.0,0,213.75
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,M YADAVALLY,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,M.YADAVAVELLY,AGRICULTURAL,5,405,403.0,0,1519.88
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,MANDRA,AGRICULTURAL,5,421,417.0,0,1578.75
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NAKALAPALLY,AGRICULTURAL,5,418,413.0,0,1563.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,KOMMEPALLY,AGRICULTURAL,5,182,177.0,0,676.5
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MADAMDAKA,AGRICULTURAL,5,218,214.0,0,817.5
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MANGALONIBAVI,AGRICULTURAL,5,6,6.0,0,22.5
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MUDIGONDA,AGRICULTURAL,5,743,721.0,0,2778.75
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MYNAMAPALLY,AGRICULTURAL,5,278,271.0,1250,1035.75
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,ANNEPARTHY,AGRICULTURAL,5,559,556.0,0,2124.38
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,APPAJI PETA,AGRICULTURAL,5,5,5.0,0,18.75
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,APPAJIPET,AGRICULTURAL,5,888,887.0,0,3332.25
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,ARJALA BAVI,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,ARJALABAVI,AGRICULTURAL,5,151,148.0,0,568.13
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,CHELIMEDA,AGRICULTURAL,5,243,205.0,0,911.25
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,CHIKATIMAMIDI,AGRICULTURAL,5,523,480.0,0,1950.0
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,CHOLLEDU,AGRICULTURAL,5,157,126.0,0,588.75
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,GUDAPUR,AGRICULTURAL,5,282,264.0,0,1063.13
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,IPARTHY,AGRICULTURAL,5,205,190.0,0,772.5
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,RAMANJAPURAM,AGRICULTURAL,5,100,97.0,0,362.63
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,S LINGOTTAM,AGRICULTURAL,5,192,191.0,0,718.88
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,SHALI GOWRARAM,AGRICULTURAL,5,655,654.0,0,2469.0
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,T K PAD,AGRICULTURAL,5,201,191.0,0,753.75
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,TIRUMALAIGUDA,AGRICULTURAL,5,43,43.0,0,158.25
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,KOTTAGUDEM,AGRICULTURAL,5,28,28.0,0,102.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,KUKKAADAM,AGRICULTURAL,5,422,421.0,0,1564.88
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,MACHINAPALLY,AGRICULTURAL,5,118,117.0,0,442.5
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,MADGULAPALLY,AGRICULTURAL,5,817,802.0,0,3078.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,MADUGULAPALLY,AGRICULTURAL,5,12,9.0,0,45.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,MALIVARIGUDA,AGRICULTURAL,5,47,47.0,0,174.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,KOTHAPALLY,AGRICULTURAL,5,2,2.0,0,7.5
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,AGAMOOTKUR,AGRICULTURAL,5,2,112.0,0,7.5
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,AMANAGAL,AGRICULTURAL,5,590,583.0,0,2165.25
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,ANNAPAREDDYGUDEM,AGRICULTURAL,5,204,194.0,0,753.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,BOMMAKAL,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,BUGGABAIGUDEM,AGRICULTURAL,5,415,402.0,0,1521.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,CHALICHEMALAPADU,AGRICULTURAL,5,116,115.0,0,432.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,KAMEPALLY,AGRICULTURAL,5,308,307.0,0,1140.0
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,GUNTKA GUDEM,AGRICULTURAL,5,66,56.0,0,228.0
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,I.K.GUDEM,AGRICULTURAL,5,111,111.0,0,414.75
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,JULAKANTIVARI G,AGRICULTURAL,5,10,10.0,0,37.5
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,KAKKAIGUDEM,AGRICULTURAL,5,40,38.0,0,126.0
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,KUNTI GORLAGUDA,AGRICULTURAL,5,28,28.0,0,105.0
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,LAXMIPURAM,AGRICULTURAL,5,18,18.0,0,67.5
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,MARAPAKA,AGRICULTURAL,5,376,373.0,0,1399.5
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,JAMLAKOTA TANDA,AGRICULTURAL,5,43,43.0,0,152.25
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,JIVICHETTU (T),AGRICULTURAL,5,74,73.0,0,311.25
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,KITCHYA (T),AGRICULTURAL,5,60,60.0,0,225.0
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,KOMPALLI,AGRICULTURAL,5,332,329.0,0,1245.0
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,MEGYA THANDA,AGRICULTURAL,5,9,9.0,0,30.75
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,NAGARJUNAPET,AGRICULTURAL,5,80,79.0,0,258.0
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,NAYAKUNNI (T),AGRICULTURAL,5,45,45.0,0,390.75
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NAKKALAPALLY,AGRICULTURAL,5,5,5.0,0,18.75
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETALLY,AGRICULTURAL,5,296,289.0,0,1101.75
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NEMMANI,AGRICULTURAL,5,432,431.0,0,1615.5
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,PADMATPALLY,AGRICULTURAL,5,252,251.0,0,952.13
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,PENDLIPAKALA,AGRICULTURAL,5,11,11.0,0,41.25
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,SHAKAVALLY,AGRICULTURAL,5,178,178.0,0,667.5
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,TELUGUPALLY,AGRICULTURAL,5,274,273.0,0,1029.38
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,THATIKOLE,AGRICULTURAL,5,833,829.0,0,3111.75
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,TIMMAPUR,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,TURUPUPALLY,AGRICULTURAL,5,677,665.0,0,2544.38
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,BUDDARAM,AGRICULTURAL,5,428,428.0,0,1608.75
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,BUDDHARAM,AGRICULTURAL,5,1,1.0,0,3.75
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,CHANDANAPALLY,AGRICULTURAL,5,690,682.0,0,2623.5
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,JAMASTHANPALLY,AGRICULTURAL,5,139,125.0,0,521.25
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,KACHALAPUR,AGRICULTURAL,5,118,117.0,0,442.5
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,KALWALAPALLY,AGRICULTURAL,5,527,519.0,0,1973.25
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,KALWALKUNTLA,AGRICULTURAL,5,97,74.0,0,363.75
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,KISTAPURM,AGRICULTURAL,5,330,309.0,0,1234.5
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,KOMPALLY,AGRICULTURAL,5,329,273.0,0,1229.25
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,TUDIMIDI,AGRICULTURAL,5,204,204.0,0,765.0
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,UPPALONCHA,AGRICULTURAL,5,265,246.0,0,997.88
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,VADDIPAMULA,AGRICULTURAL,5,53,53.0,0,198.75
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,VALLALA,AGRICULTURAL,5,879,868.0,0,3335.63
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,VOOTUKUR,AGRICULTURAL,5,372,369.0,0,1391.63
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,WANGAMARTI,AGRICULTURAL,5,197,179.0,0,607.88
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,MALLAPURAJUGUDA,AGRICULTURAL,5,47,47.0,0,176.25
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,NARAYANAPURAM,AGRICULTURAL,5,185,184.0,0,692.25
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,PAMULAPAHAD,AGRICULTURAL,5,453,440.0,1250,1660.13
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,PUCHAKAYALA GUD,AGRICULTURAL,5,130,130.0,0,483.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,PUSALAPAHAD,AGRICULTURAL,5,322,317.0,0,1203.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,THOPUCHARLA,AGRICULTURAL,5,751,741.0,0,2770.5
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,LAXMIDEVI GUDEM,AGRICULTURAL,5,116,116.0,0,418.5
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,MOLKAPATNAM,AGRICULTURAL,5,514,512.0,0,1926.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,RAOVARI GUDEM,AGRICULTURAL,5,95,95.0,0,345.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,RAVORIGUDEM  B,AGRICULTURAL,5,61,61.0,0,215.63
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,RAVULA PENTA,AGRICULTURAL,5,632,632.0,0,2311.88
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,SALKANOOR,AGRICULTURAL,5,680,671.0,0,2532.38
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,MARLAGADDA CAMP,AGRICULTURAL,5,78,62.0,0,268.5
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,MUKUNDAPURAM,AGRICULTURAL,5,159,158.0,0,536.25
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,MUPPARAM,AGRICULTURAL,5,789,770.0,0,2915.25
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,MURTHIVARI GUDE,AGRICULTURAL,5,29,27.0,0,103.13
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,NANDIKONDAVARI,AGRICULTURAL,5,49,49.0,0,179.25
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,NARAMMAGUDA,AGRICULTURAL,5,216,211.0,0,667.5
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,NARSIMHALA GUDE,AGRICULTURAL,5,38,38.0,0,132.0
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,NELLIKAL,AGRICULTURAL,5,399,398.0,0,1463.25
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,NETHAPUR,AGRICULTURAL,5,300,294.0,0,1098.0
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,PEDDABAVI THANDA,AGRICULTURAL,5,21,18.0,0,78.75
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,PILLIGUNDLA-THA,AGRICULTURAL,5,100,100.0,0,328.5
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,RAJAVARAM,AGRICULTURAL,5,549,534.0,0,2088.75
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,RANGUNDLA,AGRICULTURAL,5,105,50.0,0,392.25
