circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,KESHAV NAGAR,AGRICULTURAL,5,1,1.0,0,3.75
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,MAHALAXMI NAGAR,AGRICULTURAL,5,1,1.0,0,3.75
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,TEACHERS COLONY,AGRICULTURAL,5,1,1.0,0,3.75
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,UPPAL,AGRICULTURAL,5,3,3.0,0,17.25
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,KOTHAPALLY,AGRICULTURAL,5,94,2.0,0,354.38
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,BAGAYATH,AGRICULTURAL,5,1,112.0,0,5.63
HABSIGUDA,SAINIKPURI,MALKAJGIRI,VINAYAK NAGAR,NEREDMET VILL,AGRICULTURAL,5,37,112.0,0,139.88
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,KOTHAPALLY,AGRICULTURAL,5,1,1.0,0,2.25
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,YELLAREDDYGUDA (AGL),AGRICULTURAL,5,13,10.0,0,41.25
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,MANASANI COLONY,AGRICULTURAL,5,52,19.0,0,180.38
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,PRASHANTH NAGAR,AGRICULTURAL,5,1,112.0,0,3.75
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,RAGHAVENRA NAGAR,AGRICULTURAL,5,1,112.0,0,3.75
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,RAJALINGAM COLONY PH-I,AGRICULTURAL,5,1,1.0,0,3.75
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,RAJALINGAM COLONY PH-II,AGRICULTURAL,5,10,10.0,0,37.5
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,S C BASTI,AGRICULTURAL,5,1,1.0,0,3.75
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,AGRICULTURE SHAIKPET,AGRICULTURAL,5,6,1.0,96,21.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,AGRICULTURE GOLCONDA,AGRICULTURAL,5,3,112.0,0,6.75
HYDERABAD SOUTH,BEGUM BAZAR,TROOP BAZAR,PUTLI BOWLI,MCH QTRS (BEEMLA),AGRICULTURAL,5,1,1.0,77,3.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,AMBATAPOOR,AGRICULTURAL,5,33,33.0,0,123.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,BANDAMEDIPALLY,AGRICULTURAL,5,43,36.0,0,161.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,BUREDDY PALLY,AGRICULTURAL,5,134,124.0,0,502.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,CHINNAPALLY,AGRICULTURAL,5,34,28.0,0,127.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,CHITTI BOINPALLY,AGRICULTURAL,5,54,54.0,0,202.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,LINGARAM,AGRICULTURAL,5,95,93.0,0,356.25
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,MACHARAM-BN,AGRICULTURAL,5,53,48.0,0,198.75
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,MEDIGADDA THANDA,AGRICULTURAL,5,28,28.0,0,105.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,MODAMPALLY,AGRICULTURAL,5,239,231.0,0,897.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,RAJAPUR,RANGAREDDYGUDA,AGRICULTURAL,5,204,193.0,0,767.25
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,RAJAPUR,SINGAMMAGADDA TANDA,AGRICULTURAL,5,14,14.0,0,52.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,RAJAPUR,THIRUMALAPUR,AGRICULTURAL,5,328,320.0,1875,1234.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,RAJAPUR,KOTHAPALLY,AGRICULTURAL,5,9,9.0,0,33.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,MADHARAM,AGRICULTURAL,5,135,121.0,0,506.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,MUNIMOKSHAM,AGRICULTURAL,5,268,241.0,0,1005.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,NAGINONIPALLY,AGRICULTURAL,5,126,116.0,0,472.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,PEDDADARPALLY,AGRICULTURAL,5,255,229.0,0,956.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,PULPONIPALLY,AGRICULTURAL,5,18,11.0,0,67.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -I,GANDHI NAGAR (GN-123)-Y,AGRICULTURAL,5,13,13.0,0,48.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -I,MADHURANAGAR -YA,AGRICULTURAL,5,1,1.0,0,3.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,ADDAKAL,AGRICULTURAL,5,273,252.0,1875,1033.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,BALEEDPALLY,AGRICULTURAL,5,215,187.0,0,806.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,CHINNAMUNGALCHEDU,AGRICULTURAL,5,133,123.0,0,498.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,CHOWDAIPALLY,AGRICULTURAL,5,95,87.0,0,356.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,DASARLAPALLY,AGRICULTURAL,5,2,2.0,0,7.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,DUBBAPALLY,AGRICULTURAL,5,37,32.0,0,142.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,GOURAJPALLY,AGRICULTURAL,5,27,21.0,0,101.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,EARLAPALLY-J,AGRICULTURAL,5,135,132.0,625,506.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,GOLLAPALLY,AGRICULTURAL,5,292,264.0,0,1100.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,GOPLAPUR KALAN,AGRICULTURAL,5,182,158.0,0,682.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,HOUSING BOARD,AGRICULTURAL,5,2,2.0,0,7.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,MOTHIGHANAPOOR,AGRICULTURAL,5,514,510.0,3750,1930.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,NANDARAM,AGRICULTURAL,5,94,91.0,119,352.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,NASURULLABAD,AGRICULTURAL,5,9,9.0,0,33.75
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,NERELLAPALLY,AGRICULTURAL,5,450,432.0,0,1685.25
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,PEDDAIPALLY,AGRICULTURAL,5,212,207.0,0,795.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,ALLIPUR,AGRICULTURAL,5,121,107.0,0,453.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,AMBATI PALLY,AGRICULTURAL,5,32,27.0,0,120.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,APPAIPALLY,AGRICULTURAL,5,128,101.0,0,494.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,APPANNAPALLY,AGRICULTURAL,5,183,148.0,0,696.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,BANDAMEEDIPALLY,AGRICULTURAL,5,188,174.0,0,707.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,RAMANNAPALLY,AGRICULTURAL,5,68,68.0,0,255.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,SALLONIPALLY,AGRICULTURAL,5,148,145.0,0,555.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,SHAIKPALLY,AGRICULTURAL,5,132,121.0,0,495.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,TANKARA,AGRICULTURAL,5,430,416.0,625,1612.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,THIRUMALAGIRI,AGRICULTURAL,5,68,63.0,0,255.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,VEPOOR,AGRICULTURAL,5,367,355.0,0,1376.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,GUDIBANDA,AGRICULTURAL,5,345,310.0,0,1296.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,K SHAKAPUR,AGRICULTURAL,5,114,114.0,1250,427.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,KANDUR,AGRICULTURAL,5,614,558.0,0,2302.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,KANUMANOOR,AGRICULTURAL,5,182,165.0,0,682.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,KATARAM,AGRICULTURAL,5,104,103.0,0,392.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,KOMMIREDDYPALLY,AGRICULTURAL,5,1,1.0,0,3.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,INDIRA NAGAR COLONY,AGRICULTURAL,5,1,1.0,0,3.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,JADCHERLA,AGRICULTURAL,5,233,194.0,625,880.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,KAVARAMPET,AGRICULTURAL,5,43,42.0,0,163.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,KHANAPUR,AGRICULTURAL,5,136,126.0,0,510.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,KISTARAM,AGRICULTURAL,5,99,91.0,0,371.25
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,PEDDAREVALLY,AGRICULTURAL,5,370,353.0,3125,1396.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,POCHAMMA GADDA THANDA,AGRICULTURAL,5,2,2.0,0,7.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,RAIPALLY,AGRICULTURAL,5,1,1.0,0,3.75
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,SERIGUDA-BN,AGRICULTURAL,5,47,45.0,0,176.25
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,SURARAM,AGRICULTURAL,5,158,154.0,1250,592.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,THIMMA REDDY PALLY,AGRICULTURAL,5,2,2.0,0,7.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,THIRUMALAIKUNTA THANDA,AGRICULTURAL,5,2,2.0,0,7.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,BOKKALONIPALLY,AGRICULTURAL,5,145,127.0,0,543.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,BOYAPALLY,AGRICULTURAL,5,337,287.0,0,1272.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,CHOWDERPALLY,AGRICULTURAL,5,57,54.0,0,213.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,CHRISTAIANPALLY,AGRICULTURAL,5,30,27.0,0,112.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,HANWADA,YARONIPALLY,AGRICULTURAL,5,91,81.0,0,341.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,ABHANGAPATNAM,AGRICULTURAL,5,330,304.0,0,1237.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,ACHARYAPUR,AGRICULTURAL,5,134,103.0,0,502.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,AKKAIPALLY,AGRICULTURAL,5,97,72.0,0,363.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,ANANTHAPOOR,AGRICULTURAL,5,37,33.0,0,138.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,MUTYALAMPALLY,AGRICULTURAL,5,114,114.0,0,429.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,NAGAIPALLY,AGRICULTURAL,5,14,14.0,0,52.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,PEDDAMUNGALCHEDU,AGRICULTURAL,5,248,212.0,2500,932.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,POLKAMPALLY,AGRICULTURAL,5,3,3.0,0,11.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,PONNAKAL,AGRICULTURAL,5,427,372.0,0,1612.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,RACHALA,AGRICULTURAL,5,421,376.0,0,1598.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,MACHARAM-J,AGRICULTURAL,5,152,137.0,0,570.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,MALLABOINPALLY,AGRICULTURAL,5,171,155.0,0,643.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,PEDDAPALLY,AGRICULTURAL,5,28,27.0,0,105.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,POCHAMMA TEMPLE,AGRICULTURAL,5,1,1.0,0,3.75
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,THIRUMALGIRI,AGRICULTURAL,5,327,319.0,1250,1226.25
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,UDITHYAL,AGRICULTURAL,5,669,645.0,1250,2514.75
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,VANAMVANIGUDA,AGRICULTURAL,5,49,49.0,0,186.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,VEERANNAPALLY,AGRICULTURAL,5,132,128.0,0,495.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,DHARMAPUR,AGRICULTURAL,5,326,292.0,0,1229.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,DIVITIPALLY,AGRICULTURAL,5,95,85.0,0,358.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,DODLONIPALLY,AGRICULTURAL,5,68,67.0,0,255.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,ERRAVALLY,AGRICULTURAL,5,79,72.0,0,296.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,FATHEPUR,AGRICULTURAL,5,225,211.0,0,843.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,ANKILLA,AGRICULTURAL,5,501,422.0,0,1878.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,AYYAWARI PALLY,AGRICULTURAL,5,121,91.0,0,453.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,BURUGU PALLY,AGRICULTURAL,5,182,163.0,0,682.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,CHANDAPUR,AGRICULTURAL,5,126,107.0,0,472.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,CHANDRAS PALLY,AGRICULTURAL,5,162,142.0,0,607.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -I,TOWN-I,AGRICULTURAL,5,3,3.0,0,11.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,RAMACHANDRAPUR,AGRICULTURAL,5,72,72.0,0,270.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,SANKALAMODI,AGRICULTURAL,5,1,1.0,0,3.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,SUNKARAMPALLY,AGRICULTURAL,5,63,46.0,0,240.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,THIMMAIPALLY,AGRICULTURAL,5,315,314.0,0,1181.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,VARNA,AGRICULTURAL,5,218,215.0,0,822.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,KOTHAPALLY,AGRICULTURAL,5,8,8.0,0,30.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,AMISTAPOOR,AGRICULTURAL,5,434,379.0,0,1641.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,POLEPALLY,AGRICULTURAL,5,683,637.0,0,2565.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,SANKARAI PALLY,AGRICULTURAL,5,31,29.0,0,116.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,SHIKARKHANPALLY,AGRICULTURAL,5,47,43.0,0,176.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,UDANDAPUR,AGRICULTURAL,5,122,118.0,0,457.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,KOTHAPALLY,AGRICULTURAL,5,46,46.0,0,172.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,AMMAPUR,AGRICULTURAL,5,131,126.0,0,491.25
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,CHENNA REDDY PA,AGRICULTURAL,5,60,60.0,0,225.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,CHOWDUR,AGRICULTURAL,5,395,383.0,0,1481.25
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,CHOWTA PALLY,AGRICULTURAL,5,11,10.0,0,41.25
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,DAYAPANTULA PALLY,AGRICULTURAL,5,84,79.0,0,315.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,GAJULAPET,AGRICULTURAL,5,182,166.0,0,684.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,IPPALAPALLY,AGRICULTURAL,5,209,199.0,0,786.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,KODURU,AGRICULTURAL,5,341,277.0,0,1287.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,KOTAKADAR,AGRICULTURAL,5,393,307.0,0,1478.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,MACHANPALLY,AGRICULTURAL,5,297,237.0,0,1127.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,CHINNAMONIPALLY,AGRICULTURAL,5,78,74.0,0,292.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,DAMAIPALLY,AGRICULTURAL,5,73,72.0,0,273.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,GARLAPAD,AGRICULTURAL,5,361,304.0,0,1356.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,IBRAHIM NAGAR,AGRICULTURAL,5,190,182.0,0,712.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,JAMALPUR,AGRICULTURAL,5,35,35.0,0,131.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,ANNASAGAR,AGRICULTURAL,5,233,204.0,0,876.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,BHATTUPALLY,AGRICULTURAL,5,71,65.0,0,266.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,BHOOTHPUR,AGRICULTURAL,5,369,332.0,0,1382.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,CHINNAKAPETA,AGRICULTURAL,5,174,167.0,0,652.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,CHOWLA THANDA,AGRICULTURAL,5,4,4.0,0,15.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,VALLOOR,AGRICULTURAL,5,154,144.0,0,579.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,KOTHAPALLY,AGRICULTURAL,5,1,1.0,0,3.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MIDZIL,AYYAWARIPALLY,AGRICULTURAL,5,191,185.0,0,716.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MIDZIL,BAIRAMPALLY,AGRICULTURAL,5,141,137.0,0,528.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MIDZIL,BOINAPALLY,AGRICULTURAL,5,607,587.0,0,2279.25
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,DEPALLY,AGRICULTURAL,5,235,222.0,0,881.25
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,DHARPALLY,AGRICULTURAL,5,189,181.0,0,708.75
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,DODDIPALLY,AGRICULTURAL,5,2,2.0,0,7.5
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,GOVANIPALLY,AGRICULTURAL,5,1,1.0,0,3.75
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,GURUKUNTA ,AGRICULTURAL,5,256,251.0,0,960.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,MANI KONDA,AGRICULTURAL,5,447,374.0,0,1676.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,NARSAPUR,AGRICULTURAL,5,1,1.0,0,3.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,OBLAIPALLY,AGRICULTURAL,5,255,245.0,0,964.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,PALAKONDA,AGRICULTURAL,5,199,168.0,0,748.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,KANAIPALLY,AGRICULTURAL,5,239,217.0,0,896.25
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,KESHAVAPUR,AGRICULTURAL,5,241,207.0,0,903.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,KHAJIPUR,AGRICULTURAL,5,48,36.0,0,180.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,KOILKONDA,AGRICULTURAL,5,318,291.0,0,1192.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,KOILKONDA,KOTHALABAD,AGRICULTURAL,5,314,298.0,0,1177.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -II,TOWN-II,AGRICULTURAL,5,86,63.0,0,322.5
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -II,TOWN-II  ( A1 ) -BH,AGRICULTURAL,5,1,1.0,0,3.75
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -II,TOWN-II  ( A1 ) -KO,AGRICULTURAL,5,2,2.0,0,7.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,ELKICHERLA,AGRICULTURAL,5,585,551.0,625,2205.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,GOPANNAPALLY,AGRICULTURAL,5,43,32.0,0,161.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,GOPLAPURKURD,AGRICULTURAL,5,132,119.0,0,497.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,HASNAPOOR,AGRICULTURAL,5,251,226.0,0,941.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,HASNAPOOR THANDA,AGRICULTURAL,5,13,9.0,0,48.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,KARVENA,AGRICULTURAL,5,528,505.0,0,1986.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,KOTHA MOLGARA,AGRICULTURAL,5,350,332.0,0,1327.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MIDZIL,CHEDUGHAT,AGRICULTURAL,5,92,88.0,0,345.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MIDZIL,CHILEVERU,AGRICULTURAL,5,311,305.0,0,1166.25
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MIDZIL,DONOOR,AGRICULTURAL,5,321,316.0,0,1206.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MIDZIL,DUMMY AREA,AGRICULTURAL,5,4,4.0,0,15.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MIDZIL,KANCHANPALLY,AGRICULTURAL,5,117,110.0,0,438.75
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MIDZIL,KOTHAPALLY,AGRICULTURAL,5,150,143.0,0,562.5
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MIDZIL,KOTHUR,AGRICULTURAL,5,292,285.0,0,1095.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,HANMASANPALLY,AGRICULTURAL,5,113,105.0,0,423.75
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,HAZILAPUR,AGRICULTURAL,5,108,108.0,3125,405.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,IPPATOOR,AGRICULTURAL,5,461,425.0,0,1728.75
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,IPPONI BAAVI,AGRICULTURAL,5,1,1.0,0,3.75
